"Name","R.A.","Dec.","z","Type"
"SDSS-II SN 15955","00:34:21.5064,00:34:21.4896","-01:12:14.904,-01:12:15.192","","Ia"
"SDSS-II SN 15973","01:46:21.744,01:46:21.72","+00:53:22.999,+00:53:22.697","0.168878","Ia"
"SDSS-II SN 15992","00:35:32.62,00:35:32.6328,00:35:32.6136","+00:01:30.8,+00:01:31.6,+00:01:31.49","0.364455","Ia"
"SDSS-II SN 1644","22:21:37.2","+00:48:51.826,+00:48:51.606","","Ia"
"SDSS-II SN 16711","22:24:30.48","+00:28:38.089,+00:28:37.823","0.339034","Ia"
"SDSS-II SN 16739","21:26:02.071,21:26:02.16","-01:03:10.46,-01:03:10.44,-01:03:11.052","0.265638","Ia"
"SDSS-II SN 17542","22:18:42.96","+00:40:18.062,+00:40:17.645","","Ia"
"SDSS-II SN 17773","02:13:08.214,02:13:08.208","-00:18:22.53,-00:18:22.824,-00:18:22.5252,-00:18:22.4784,-00:18:22.8384","0.288027","Ia"
"SDSS-II SN 1778","22:26:38.88","+00:22:39.09,+00:22:38.698","","Ia"
"SDSS-II SN 17851","02:25:11.016,02:25:10.992","+00:45:33.03,+00:45:33.149,+00:45:32.83","0.353082","Ia"
"SDSS-II SN 18083","02:25:23.805,02:25:23.784,02:25:23.808","-01:12:29.30,-01:12:29.628,-01:12:29.304,-01:12:29.268","0.289396","Ia"
"SDSS-II SN 18170","03:34:02.712","-00:45:41.9328,-00:45:42.3216","","Ia"
"SDSS-II SN 19014","21:25:48,21:25:47.76","-00:38:46.0932,-00:38:46.356","","Ia"
"SDSS-II SN 19091","23:57:51.908,23:57:51.84","-00:18:13.01,-00:18:13.014,-00:18:13.2336","0.571,0.568","Ia"
"SDSS-II SN 19582","00:10:04.8072,00:10:04.812,00:10:04.7856","+00:47:40.902,+00:47:40.96,+00:47:40.535","0.361,0.313","Ia"
"SDSS-II SN 19739","22:28:38.16","-00:30:04.716,-00:30:04.662,-00:30:04.9212","0.162,0.149","Ia"
"SDSS-II SN 20183","23:38:11.04","+01:15:01.44,+01:15:01.26","0.166,0.153","Ia"
"SDSS-II SN 20191","02:08:35.976,02:08:35.952","+00:13:27.79,+00:13:27.678","","Ia"
"SDSS-II SN 20273","01:24:12.970,01:24:12.96,01:24:12.936","-00:01:22.98,-00:01:23.0628,-00:01:23.2932","0.469041","Ia"
"SDSS-II SN 2041","21:20:36.48,21:20:36.24","-01:12:32.652,-01:12:32.868","0.209821","Ia"
"SDSS-II SN 20447","23:57:18.416,23:57:18.48","+00:34:15.24,+00:34:15.2,+00:34:15.222,+00:34:14.563","0.419368","Ia"
"SDSS-II SN 20825","22:43:09.12","+00:33:56.797,+00:33:56.754,+00:33:56.682","0.135,0.126","Ia"
"SDSS-II SN 20828","21:42:09.231,21:42:09.12","+00:57:44.93,+00:57:44.91,+00:57:44.53","0.358376","Ia"
"SDSS-II SN 20830","22:51:38.16","+00:55:18.268,+00:55:18.05","0.162058","Ia"
"SDSS-II SN 20923","01:55:48.744","-00:48:35.802,-00:48:35.7768,-00:48:36.0036","0.595,0.478","Ia"
"SDSS-II SN 21046","21:34:05.751,21:34:05.76","+01:06:44.68,+01:06:44.676,+01:06:44.784,+01:06:44.388","0.42774","Ib/c"
"SDSS-II SN 21069","23:16:14.64","-00:50:18.5,-00:50:22.2468,-00:50:22.4592","0.473334","Ia"
"SDSS-II SN 21306","23:31:41.598,23:31:41.52","+00:05:29.43,+00:05:29.1,+00:05:29.42,+00:05:29.06","0.347123","Ia"
"SDSS-II SN 21351","02:33:25.104,02:33:25.056","-01:04:48.036,-01:04:48.288","0.358","Ia"
"SDSS-II SN 2766","03:30:50.664","-00:37:07.7988,-00:37:07.9284","0.149937","Ia"
"SDSS-II SN 4059","03:38:36.004,03:38:36","+00:08:45.01,+00:08:44.74,+00:08:45.006,+00:08:45.121,+00:08:44.722","0.3037","Ia"
"SDSS-II SN 4110","00:06:38.007,00:06:38.0064,00:06:38.0088,00:06:37.992","-01:11:48.36,-01:11:48.372,-01:11:48.408,-01:11:48.624","0.373667","Ia"
"SDSS-II SN 4129","00:51:58.817,00:51:58.824,00:51:58.8","-01:13:04.94,-01:13:04.944,-01:13:04.98,-01:13:05.16","0.441,0.574","Ia"
"SDSS-II SN 4360","01:18:37.42,01:18:37.416,01:18:37.44","+00:54:56.8,+00:54:56.77,+00:54:57.092,+00:54:56.765","0.328","Ia"
"SDSS-II SN 4914","03:10:09.216,03:10:09.192","-01:15:24.336,-01:15:24.588","","Ia"
"SDSS-II SN 5659","23:30:33.84","-00:02:18.7188,-00:02:19.0788","0.490901","Ia"
"SDSS-II SN 6121","01:48:00.620,01:48:00.624,01:48:00.6","+00:18:15.48,+00:18:15.5,+00:18:15.44,+00:18:15.293","0.356765","Ia"
"SDSS-II SN 6641","20:45:45.12","-00:13:17.2668,-00:13:17.5044","","Ia"
"SDSS-II SN 8053","02:23:00.12,02:23:00.096,02:23:00.072","-00:49:22.134,-00:49:22.1664,-00:49:22.6704","0.245","Ia"
"SDSS-II SN 8577","00:57:11.256","-00:07:44.922,-00:07:45.2388","","Ia"
"SDSS-II SN 8723","03:40:47.64","+00:16:53,+00:16:52.993,+00:16:52.75","0.537","Ia"
"SDSS-II SN 9268","20:46:44.88,20:46:44.64","-00:10:27.264,-00:10:27.2856,-00:10:27.5016","0.389,0.334","Ia"
"SDSS-II SN 9704","23:37:18.96","-00:33:51.1,-00:33:51.264,-00:33:51.6528","0.294362","Ia"
"SN2005il","01:53:06.77,01:53:06.744,01:53:06.768,01:53:06.770","+01:06:49.5,+01:06:49.284,+01:06:49.536,+01:06:49.50","0.226,0.226191","Ia"
"SN2006gk","21:25:23.34,21:25:23.28,21:25:23.340","-01:02:01.2,-01:02:01.212,-01:02:01.428,-01:02:01.21","0.293488","Ia"
"SN2006kk","00:27:39.86,00:27:39.864,00:27:39.84,00:27:39.859","+00:38:58.2,+00:38:58.24,+00:38:58.225,+00:38:57.883,+00:38:58.20","0.423","Ia"
"SN2006mg","02:31:37.748,02:31:37.75,02:31:37.750","-08:06:40.16,-08:06:40.2,-08:06:40.21,-08:06:40.098","0.428,0.4272","Ia"
"SN2006ml","01:08:43.980,01:08:43.98,01:08:43.977","-00:31:36.62,-00:31:36.6,-00:31:36.59,-00:31:36.593","0.637,0.6359","Ia"
"SN2006pp","00:48:58.47,00:48:58.464,00:48:58.471","+00:28:37.0,+00:28:37.02,+00:28:37.027,+00:28:36.656,+00:28:36.98","0.339207","Ia"
"SN2006pt","02:27:16.10,02:27:16.176,02:27:16.08,02:27:16.17,02:27:16.169","-00:23:35.2,-00:23:36.6,-00:23:36.528,-00:23:35.2608,-00:23:36.5,-00:23:36.49","0.298808","Ia"
"SN2007H","08:35:01.98,08:35:01.980","-08:20:15.3,-08:20:15.29","0.0436","Ia"
"SN2007ie","22:17:36.69,22:17:36.72,22:17:36.691","+00:36:48.0,+00:36:48.031,+00:36:47.675,+00:36:47.99","0.093413","Ia"
"SN2007jx","20:02:32.82,20:02:32.88,20:02:32.820","+00:22:18.1,+00:22:18.03,+00:22:17.879,+00:22:18.08","0.178","Ia"
"SN2007kf","17:31:31.76,17:31:31.266,17:31:31.759","+69:18:40.1,+69:18:39.59,+69:18:40.10","0.046,0.0458,0.047,0.047","Ia"
"SN2007km","02:48:20.064,02:48:20.07,02:48:20.069","-00:17:17.3436,-00:17:17.3,-00:17:17.7108,-00:17:17.30","0.247,0.25","Ia"
"SN2007mu","00:12:18.56,00:12:18.538,00:12:18.564,00:12:18.5376,00:12:18.559","-00:04:38.3,-00:04:38.568,-00:04:38.3448,-00:04:38.5752,-00:04:38.32","0.403,0.332","Ia"
"SN2007mx","21:14:10.8,21:14:10.87,21:14:10.870","-00:17:46.5,-00:17:46.788,-00:17:46.50","0.406","Ia"
"SN2007oh","20:52:36.92,20:52:36.96,20:52:36.919","-00:27:14.3,-00:27:14.3244,-00:27:14.6124,-00:27:14.29","0.42","Ia"
"SN2007rf","21:55:30.96,21:55:31.07,21:55:31.070","+00:48:54.3,+00:48:53.96,+00:48:54.256,+00:48:54.2,+00:48:54.22","0.288,0.242,0.337,0.342,0.288","Ia"
"SN2007us","02:27:54.87,02:27:54.871,02:27:54.866,02:27:54.863","-08:00:55.2,-08:00:55.19,-08:00:55.24,-08:00:55.479","0.6201,0.6193,0.6201","Ia"
"SN2009li","00:22:51.40,00:22:51.395,00:22:51.401","+06:58:11.8,+06:58:11.35,+06:58:11.78","0.0404,0.0392,0.0404","Ia"
"SNLS-05D2ct","10:01:42.182","+02:07:25.66,+02:07:25.660","0.7349","Ia"
"SNLS-05D4gw","22:14:47.356","-17:31:54.84,-17:31:54.840","0.808,0.808","Ia"
"SNLS-05D4hn","22:17:13.564","-17:54:45.74,-17:54:45.740","0.842,0.842","Ia"
"SNLS-06D3cc","14:17:31.600","+52:54:44.90,+52:54:44.900","0.683","Ia"
"Gaia14acg","13:17:00.00,13:17:00.48,13:17:00.4","+34:06:06.0,+34:06:08.64,+34:06:08.5","0.031145","Ia"
"OGLE-2014-SN-049","00:41:50.07","-67:30:37.7","","Ia"
"PS1-11f","08:39:41.537","+43:57:51.93","0.58174","Ia"
"PS1-13zp","09:55:27.641","+01:34:31.05,+01:34:31.06","0.34","Ia"
"PS1-14rx","12:46:53.35,12:46:53.34","+14:47:50.1,+14:47:50.0","0.06","Ia"
"PSc000200","10:02:31.517","+02:42:04.50","0.43179","Ia"
"PSc000268","08:48:04.057","+43:55:12.43","0.64037","Ia"
"PSc040168","12:27:10.790","+47:11:23.08","0.20645","Ia"
"PSc040593","12:19:33.858","+45:50:28.46","0.32237","Ia"
"PSc050004","14:10:49.486","+53:50:17.45","0.44573","Ia"
"PSc050665","16:10:34.502","+54:57:25.53","0.58793","Ia"
"PSc061190","02:22:43.622","-04:57:11.44","0.21019","Ia"
"PSc080295","02:24:43.481","-04:09:34.94","0.62371","Ia"
"PSc110429","08:42:53.220","+44:37:34.25","0.43985","Ia"
"PSc120762","10:45:51.402","+59:10:06.39","0.44213","Ia"
"PSc130145","09:59:49.558","+03:28:44.09","0.60591","Ia"
"PSc130650","10:46:44.056","+57:42:50.81","0.29562","Ia"
"PSc140210","14:15:04.186","+53:27:17.28","0.20284","Ia"
"PSc140240","08:44:35.734","+44:52:24.67","0.46661","Ia"
"PSc140382","08:43:50.226","+43:39:19.61","0.26313","Ia"
"PSc150221","14:12:02.497","+52:19:29.66","0.45949","Ia"
"PSc151033","12:23:42.235","+46:36:20.36","0.39385","Ia"
"PSc180344","22:17:36.545","-00:57:57.86","0.40946","Ia"
"PSc200108","22:16:38.346","+01:01:34.34","0.39462","Ia"
"PSc310103","02:27:38.329","-03:41:49.56","0.72728","Ia"
"PSc310141","02:25:13.360","-05:12:53.73","0.49707","Ia"
"PSc310184","03:34:32.614","-27:56:40.08","0.31513","Ia"
"PSc310205","02:22:09.585","-03:52:18.90","0.28001","Ia"
"PSc310332","02:19:55.114","-03:26:34.42","0.33597","Ia"
"PSc320123","23:25:34.730","+00:28:27.47","0.44196","Ia"
"PSc340069","08:40:59.845","+44:00:53.05","0.36322","Ia"
"PSc350049","10:47:20.400","+58:02:51.73","0.46416","Ia"
"PSc350319","08:41:40.962","+43:51:50.37","0.51251","Ia"
"PSc350390","10:57:44.248","+57:44:52.07","0.4959","Ia"
"PSc350436","09:56:09.226","+02:08:20.95","0.52049","Ia"
"PSc360346","14:10:11.725","+52:21:54.82","0.36183","Ia"
"PSc370307","08:47:16.727","+43:23:41.13","0.20389","Ia"
"PSc370589","09:56:25.970","+03:27:17.10","","Ia"
"PSc380147","10:03:59.534","+01:32:59.89","0.4786","Ia"
"PSc380282","10:50:28.782","+58:38:47.02","0.58194","Ia"
"PSc400042","16:08:55.211","+54:21:01.89","0.2633","Ia"
"PSc400103","16:14:51.790","+55:10:56.58","0.33959","Ia"
"PSc420138","23:30:59.539","+00:08:29.36","0.42659","Ia"
"PSc450075","08:42:42.207","+43:45:49.28","0.34327","Ia"
"PSc450335","02:24:21.954","-03:47:19.34","0.33038","Ia"
"PSc500009","12:23:20.007","+46:15:46.90","0.34512","Ia"
"PSc500099","08:40:08.622","+45:17:10.32","0.42039","Ia"
"PSc500274","12:20:17.838","+45:56:19.53","0.43483","Ia"
"PSc500328","14:06:57.508","+52:29:23.98","0.45543","Ia"
"PSc500396","12:14:42.950","+47:47:24.90","0.5562","Ia"
"PSc510203","12:23:54.608","+47:50:40.00","0.41984","Ia"
"PSc510305","14:17:06.942","+52:48:21.82","0.61738","Ia"
"PSc530153","23:29:43.181","-01:22:42.32","0.4447","Ia"
"PSc540029","16:13:32.028","+56:11:27.33","0.4997","Ia"
"PSc540045","16:16:34.845","+54:07:26.31","0.48505","Ia"
"PSc540134","22:21:02.684","+00:53:57.91","0.51642","Ia"
"PSc550223","02:19:35.196","-03:12:39.49","0.16445","Ia"
"PSc560027","02:23:24.150","-03:05:02.20","","Ia"
"PSc560120","02:28:34.448","-04:22:48.23","0.38677","Ia"
"PSc580045","02:28:41.977","-04:42:51.22","0.51295","Ia"
"PSc580268","02:19:09.159","-04:02:13.38","0.43024","Ia"
"PSc590062","09:59:20.725","+03:31:52.02","0.40671","Ia"
"PTF11dva","12:56:50.48,12:56:50.4","+20:31:52.5,+20:31:52.32","0.06049","Ia"
"PTF11for","12:34:07.11,12:34:07.2","+11:29:31.0,+11:29:30.84","0.128","Ia"
"PTF11khk","17:02:58.05,17:02:58.08,17:02:58.03","+40:31:06.8,+40:31:06.96,+40:31:28.6","0.0306,0.0306","Ia"
"PTF12cjg","13:41:18.26,13:41:18.24","+55:27:07.9,+55:27:07.92","0.067","Ia"
"SSS130304:114144-171349","11:41:44.14,11:41:44.16","-17:13:48.7,-17:13:48.72","0.05","Ia"
"AT2017col","10:53:35.978,10:53:35.980,10:53:35.98","+06:43:11.28,+06:43:11.4","","Ia"
"Gaia15aey","14:26:30.72","+34:28:23.0,+34:28:22.10,+34:28:23.16","0.07","Ia"
"iPTF15erb","10:15:10.42,10:15:10.39","+25:35:44.6,+25:35:44.3","0.114","Ia"
"LSQ15im","09:25:51.37,09:25:51.35","+16:17:27.3,+16:17:26.5","0.077","Ia"
"PS15aez","11:00:09.77","+05:33:48.5","0.056","Ia"
"PS15cez","22:48:41.39","-15:44:39.1","0.08","Ia"
"PS15dmp","10:23:03.86,10:23:03.85","-01:56:49.4","0.14","Ia"
"PS15ql","12:44:13.63","-09:10:45.7","0.102","Ia"
"SN2015cg","01:10:24.100,01:10:24.12","+23:21:27.00,+23:21:26.7","0.046","Ia"
"SN2016aje","09:29:12.24,09:29:12.248,09:29:12.25,09:29:12.26","+12:55:48.7,+12:55:48.79,+12:55:48.8","0.095,0.095","Ia"
"SN2016bbk","08:19:38.59,08:19:38.593","+35:52:48.0,+35:52:48.07,+35:52:48.1","0.09","Ia"
"SN2016eiy","13:34:38.642,13:34:38.640,13:34:38.64","-23:40:53.15,-23:40:53.4","0.008663,0.008663","Ia"
"SN2016gho","04:17:50.460,04:17:50.455,04:17:50.448","-04:47:42.32,-04:47:42.324","0.038,0.038","Ia"
"SN2016jbs","09:22:08.580,09:22:08.64,09:22:08.58","-09:45:17.57,-09:45:17.568,-09:45:17.5","0.054838","Ia"
"SN2016jem","23:52:16.966,23:52:16.970","-22:45:19.86","0.049","Ia"
"SN2016jfq","04:25:20.089,04:25:20.090,04:25:20.08","+02:03:11.88,+02:03:11.8","0.079","Ia"
"SN2016ns","10:42:04.507,10:42:04.50","-00:09:18.59,-00:09:18.6","0.0279","Ia"
"SN2017emq","10:00:18.570,10:00:18.56","+54:32:23.07,+54:32:23.1","0.005247,0.005247","Ia"
"SN2017erv","19:18:47.390,19:18:47.04","-84:41:51.29,-84:41:50.28,-84:41:49.92","0.017035,0.017035","Ia"
"SN2017fof","16:54:23.790,16:54:23.68,16:54:23.79","+41:20:09.70,+41:20:09.0","0.028308,0.028308","Ia-91bg"
"SN2017gfj","22:12:34.430,22:12:34.32","+38:40:37.70,+38:40:37.56","0.020541","Ia"
"SN2017hgk","20:55:44.631,20:55:44.630,20:55:44.62","-15:34:46.11,-15:34:46.0","0.1117,0.1117","Ia"
"SN2017hle","01:07:33.060,01:07:33.06","+32:24:30.00,+32:24:29.6","0.017005,0.017005","Ia-91bg"
"SN2017ibu","06:59:39.087,06:59:39.090,06:59:39.08","+44:54:00.82,+44:54:00.7","0.127,0.127","Ia"
"SN2017ijr","07:46:51.070,07:46:51.074,7:46:51.0888,07:46:51.12","+15:23:56.83,+15:23:56.6448,+15:23:56.76","0.04,0.04","Ia"
"SN2017iul","01:15:50.070,01:15:49.91","+34:36:55.80,+34:36:55.5","0.09,0.09","Ia"
"SN2017izn","01:53:31.360,01:53:31.397,01:53:31.368,01:53:31.392","+39:49:19.09,+39:49:18.52,+39:49:19.2,+39:49:18.48","0.09,0.09","Ia"
"SN2017ya","00:16:44.480","+15:20:31.52","0.07","Ia"
"SN2018auv","10:49:16.340,10:49:16.342,10:49:16.32","+26:22:23.12,+26:22:23.13,+26:22:23.16","0.063542","Ia"
"SN2018bgz","14:49:38.304,14:49:38.300,14:49:38.4","+25:22:12.72,+25:22:12.36","0.033927,0.033927","Ia"
"SN2018cjn","18:46:20.419,18:46:20.420,18:46:20.41","+70:44:13.46,+70:44:13.4","0.1,0.1","Ia"
"SN2018ddh","12:18:44.042,12:18:44.040,12:18:43.92","+44:46:55.11,+44:46:55.2","0.03834,0.03837","Ia"
"SN2018dzy","22:00:41.713,22:00:41.710,22:00:41.70","+19:39:58.34,+19:39:58.0","0.02476","Ia"
"SN2018edz","16:01:05.441,16:01:05.440,16:01:05.52","+11:56:39.17,+11:56:39.12","0.050308","Ia"
"SN2018gui","19:40:06.780,19:40:06.72","+66:53:05.27,+66:53:05.28","0.025,0.028","Ia"
"SN2018gxq","02:11:38.262,02:11:38.260,02:11:38.26","+14:12:08.39,+14:12:08.2","0.0259,0.0259","Ia"
"SN2018hpp","11:58:49.390,11:58:49.396,11:58:49.44","+35:08:01.86,+35:08:02.04","0.07,0.07","Ia"
"SN2018jef","04:45:30.984,04:45:31.03","+73:54:59.45,+73:54:59.5","0.07,0.07","Ia"
"SN2018jsy","02:19:15.558,02:19:15.552","+16:45:39.72,+16:45:39.6","0.057,0.057","Ia"
"SN2018klp","21:48:28.982,21:48:29.04","+28:12:47.58,+28:12:47.52","0.042,0.042","Ia"
"SN2018ldw","11:05:47.232,11:05:47.28","+02:25:55.41,+02:25:55.344","0.078,0.078","Ia"
"SN2018oe","03:17:24.610,03:17:24.612,03:17:24.624,03:17:24.61","+33:09:53.50,+33:09:53.64,+33:09:53.5","0.0482,0.0482","Ia"
"SN2018zs","16:01:49.024,16:01:49.020,16:01:49.02","+47:23:26.59,+47:23:26.6","0.04297","Ia"
"SN2019vu","14:02:19.893,14:02:19.90,14:02:19.92","+59:25:12.14,+59:25:12.3,+59:25:12.36","0.032097","Ia"
"SN1962E","11:15:05.52,11:15:05.53,11:15:05.520","+25:53:31.5,+25:53:31.7,+25:53:31.60,+25:53:31.6","0.049","Ia*"
"SN1997ai","10:48:57.61,10:48:57.610","+00:31:50.0,+00:31:50.02","0.45,0.45,0.45","Ia"
"SN1997ap","13:47:09.90,13:47:09.900","+02:23:57.5,+02:23:57.52","2.07","Ia"
"SN1999cb","16:25:48.41,16:25:48.48,16:25:48.410","+40:20:32.4,+40:20:32.28,+40:20:32.39,+40:20:32.49","0.02904,0.029","Ia"
"ESSENCEm087","02:33:37.004","-08:27:32.462","0.287,0.2862,0.287","Ia"
"SN2001ix","10:52:18.92,10:52:18.919","+57:07:29.6,+57:07:29.60","0.711","Ia"
"SN2001jm","04:39:13.82,04:39:13.819","-01:23:18.2,-01:23:18.20","0.977,0.978","Ia"
"SN2001jp","08:46:31.40,08:46:31.399","+44:03:56.6,+44:03:56.59","0.528,0.528","Ia"
"SN2002jw","02:30:00.52,02:30:00.521,02:30:00.539","-08:36:22.4,-08:36:22.41,-08:36:22.39,-08:36:22.561","0.3562,0.3575","Ia"
"SN2003dy","12:37:09.189,12:37:09.16,12:37:09.161,12:37:09.168","+62:11:28.17,+62:11:29.0,+62:11:29.00,+62:11:29.09","1.34,1.34,1.34","Ia"
"SN2003lj","01:12:10.03,01:12:10.030,01:12:10.038,01:12:10.034","+00:19:51.3,+00:19:51.29,+00:19:51.31,+00:19:51.39,+00:19:51.267","0.4159,0.4171","Ia"
"SN2004ha","02:04:27.00,02:04:27.01,02:04:27.000,02:04:27.005","-04:52:46.0,-04:52:46.03,-04:52:45.98,-04:52:46.192","0.495,0.4941,0.502","Ia"
"SN2004he","02:29:48.79,02:29:48.790,02:29:48.797","-08:20:45.9,-08:20:45.94,-08:20:45.89,-08:20:45.875","0.5972,0.5978","Ia"
"SN2004hs","02:09:33.69,02:09:33.689","-04:13:04.0,-04:13:03.93,-04:13:04.01,-04:13:03.931","0.422,0.4211,0.416","Ia"
"SNLS-03D1ew","02:24:14.111,02:24:14.088,02:24:14.079","-04:39:57.07,-04:39:57.070,-04:39:56.98,-04:39:56.93","0.868,0.868","Ia"
"SNLS-03D1fq","02:26:55.664,02:26:55.683","-04:18:07.98,-04:18:07.980,-04:18:08.10","0.8,0.8","Ia"
"SNLS-03D4cz","22:16:41.860,22:16:41.870,22:16:41.845","-17:55:34.57,-17:55:34.570,-17:55:34.54,-17:55:34.40","0.695,0.695","Ia"
"SNLS-03D4fd","22:16:14.451,22:16:14.471,22:16:14.462","-17:23:44.06,-17:23:44.060,-17:23:44.37,-17:23:44.33","0.791,0.791","Ia"
"SNLS-04D1pd","02:27:39.752","-04:37:52.22,-04:37:52.220","0.965","Ia"
"SNLS-04D1pu","02:27:28.474","-04:44:41.76,-04:44:41.760","0.639,0.639","Ia"
"SNLS-04D2ja","09:58:48.502,09:58:48.519","+01:46:18.25,+01:46:18.250,+01:46:18.64","0.741","Ia"
"SNLS-04D3dd","14:17:48.405,14:17:48.431,14:17:48.411","+52:28:14.44,+52:28:14.440,+52:28:14.72,+52:28:14.57","1.002","Ia"
"SNLS-04D4ic","22:14:21.854,22:14:21.841","-17:56:36.55,-17:56:36.550,-17:56:36.43","0.687","Ia"
"SNLS-04D4id","22:16:21.400","-17:13:44.50,-17:13:44.500","0.769,0.769","Ia"
"SNLS-04D4jw","22:17:18.893","-17:39:55.78,-17:39:55.780","0.961,0.961","Ia"
"ESSENCEm027","01:09:15.01,01:09:15.013","+00:08:14.8,+00:08:14.80,+00:08:14.797","0.2879,0.2885","Ia"
"ESSENCEm039","02:28:04.63,02:28:04.636","-07:42:44.3,-07:42:44.29,-07:42:44.373","0.2472,0.2481","Ia"
"ESSENCEn326","23:29:58.59,23:29:58.590","-08:53:12.5,-08:53:12.45,-08:53:12.468","0.2628,0.2637","Ia"
"ESSENCEs380","02:09:00.048","-05:07:41.787","0.6351,0.6355","Ia"
"SDSS-II SN 10146","01:43:07.008,01:43:06.984","+01:15:04.824,+01:15:04.608","0.284241","Ia"
"SDSS-II SN 11314","03:08:18.12,03:08:18.096","+00:57:33.059,+00:57:33.16,+00:57:32.782","0.184,0.169","Ia"
"SDSS-II SN 12875","23:48:30.48","-00:03:43.8588,-00:03:44.118","0.264695","Ia"
"SDSS-II SN 13452","00:07:40.994,00:07:40.9992,00:07:40.9752","-00:21:04.54,-00:21:04.536,-00:21:04.5288,-00:21:04.7916","0.455383","Ia"
"SDSS-II SN 13734","21:59:21.12","+01:00:38.196,+01:00:38.016","0.378459","Ia"
"SDSS-II SN 13834","23:55:01.68","-00:13:23.1816,-00:13:23.5272","","Ia"
"SDSS-II SN 13836","00:27:39.228,00:27:39.2112","-00:21:47.682,-00:21:47.988","0.374341","Ia"
"SDSS-II SN 13904","00:27:26.35,00:27:26.321,00:27:26.3448,00:27:26.3208","+00:17:01.0,+00:17:00.564,+00:17:00.8736,+00:17:00.5676","0.217646","Ia"
"SDSS-II SN 13996","20:38:54.24,20:38:54","-00:03:57.3948,-00:03:57.4164,-00:03:57.6144","0.315,0.276","Ia"
"SDSS-II SN 1403","23:58:48.919,23:58:48.96","+00:25:55.04,+00:25:54.77,+00:25:55.038,+00:25:55.135,+00:25:54.779","0.361378","Ia"
"SDSS-II SN 14173","03:26:45.192","+00:59:05.1936,+00:59:04.92","","Ia"
"SDSS-II SN 14478","23:41:10.32","+00:04:09.19,+00:04:09.08,+00:04:08.731","0.281762","Ia"
"SDSS-II SN 14579","03:06:39.432,03:06:39.384","-01:06:14.184,-01:06:14.04,-01:06:14.328","0.562,0.454","Ia"
"SDSS-II SN 14654","23:17:25.92","-00:50:47.8536,-00:50:47.8788","0.381922","Ia"
"SDSS-II SN 14742","03:02:09.048,03:02:09.024","+00:12:51.818,+00:12:51.617","","Ia"
"SDSS-II SN 14876","23:44:26.4","-00:47:50.9604,-00:47:51.0432","0.280067","Ia"
"SDSS-II SN 14907","03:50:35.952,03:50:35.928","-00:40:36.732,-00:40:36.7536,-00:40:36.9804","0.289","Ia"
"SDSS-II SN 14916","01:52:05.841,01:52:05.832,01:52:05.808","-01:08:30.39,-01:08:30.372,-01:08:30.516","0.262,0.234,0.472,0.481","Ia"
"SDSS-II SN 14937","01:43:29.304,01:43:29.28","+00:25:18.545,+00:25:18.34","0.479807","Ia"
"SDSS-II SN 14963","01:10:20.016,01:10:19.992","+00:57:00.63,+00:57:00.6192,+00:57:00.36","0.026,0.025","Ia"
"SDSS-II SN 15075","03:27:32.712,03:27:32.688","+00:20:48.66,+00:20:48.746,+00:20:48.44","0.353,0.307","Ia"
"SDSS-II SN 15260","22:36:42.570,22:36:42.48","-00:16:32.56,-00:16:32.772,-00:16:32.556,-00:16:32.52,-00:16:32.7828","0.253699","Ia"
"SDSS-II SN 15263","21:43:13.44","+00:00:36.0,+00:00:36,+00:00:36.17,+00:00:35.9","0.467976","Ia"
"SDSS-II SN 15535","00:07:16.217,00:07:16.212,00:07:16.2","-00:18:14.11,-00:18:14.112,-00:18:14.0364,-00:18:14.4072","0.200792","Ia"
"SDSS-II SN 15725","23:12:44.886,23:12:44.88","-00:10:40.04,-00:10:40.044,-00:10:40.0008,-00:10:40.2924","0.855,0.893","Ia"
"SDSS-II SN 15737","00:49:28.528,00:49:28.536,00:49:28.512","-00:03:35.73,-00:03:35.7012,-00:03:35.8596","0.332983","Ia"
"SDSS-II SN 15759","00:59:27.432,00:59:27.408","+00:19:08.7312,+00:19:08.436","","Ia"
"SDSS-II SN 15903","03:15:37.447,03:15:37.464,03:15:37.44","-00:36:09.16,-00:36:09.612,-00:36:09.162,-00:36:09.252,-00:36:09.594","0.283,0.338,0.294","Ia"
"SDSS-II SN 16039","01:37:48.264,01:37:48.24","-01:05:48.012,-01:05:48.264","0.477,0.397","Ia"
"SDSS-II SN 16129","03:13:59.52,03:13:59.496","+00:12:46.73,+00:12:46.735,+00:12:46.282","0.358","Ia"
"SDSS-II SN 16152","03:07:38.043,03:07:38.016,03:07:38.04","+00:59:16.09,+00:59:15.68,+00:59:16.091,+00:59:16.058,+00:59:15.666","0.272,0.272","Ia"
"SDSS-II SN 16408","20:55:22.56","+00:38:45.316,+00:38:45.031","0.2667","Ia"
"SDSS-II SN 16441","21:59:37.2","-00:39:49.32,-00:39:49.4028","0.2915","Ia"
"SDSS-II SN 17508","00:44:24.384,00:44:24.36","+00:40:03.1908,+00:40:03.2448,+00:40:02.874","0.339506","Ia"
"SDSS-II SN 17816","23:56:38.16","-00:27:39.4452,-00:27:39.8592","","Ia"
"SDSS-II SN 17849","01:48:24.70,01:48:24.672,01:48:24.648","+00:50:00.0,+00:50:00.1536,+00:49:59.776","0.353462","Ia"
"SDSS-II SN 18038","01:25:49.08,01:25:49.056","-00:13:15.1644,-00:13:15.5928","0.523001","Ia"
